,stopword,rating,sentiment
1246,aman jalan,5.0,positive
1247,bagus dr versi,5.0,positive
1248,aman,5.0,positive
1249,paham covid upaya cegah,5.0,positive
1250,praktis krn tdk,5.0,positive
1251,simple update an moga kembang arah mudah,5.0,positive
1252,lot bngettdk logintdk d,1.0,negative
1253,lha knapa ga aktif lagiudah download ulang tetep ga gmana,5.0,negative
1254,log in web kagak dikirimkirim kode verifikasi x ngulang kaga dikirimkirim log in aplikasi ga scroll kagak gabisa dibenerin kerja cek sertif vaksin sulit,1.0,negative
1255,login eror pas udah milih warga negara centang tuju ga scroll klik tombol next ga dukung perangkat tolong,1.0,negative
1256,login gak aplikasi bawa pergi pergi gak tolak tolong,1.0,negative
1257,login peduli lindung terkendalamasih bug diaplikasimohon aplikasi peduli lindung akses mobilitas scan peduli lindungisepertinya server tampung data warga akses aplikasi peduli lindungilibatkan aplikasi gojek bukti server tampung akses driver login bug aplikasisupport it peduli lindung moga cipta inovasi bangsa indones,1.0,negative
1258,lokasi aktif pas scan terang loksi aktif mohon perhati,1.0,negative
1259,mudah lancar,5.0,positive
1260,aplikasi nya bagus,5.0,positive
1261,ni plikasinya,5.0,positive
1262,lumayan bagus,3.0,positive
1263,lumayan sih gua eror sistem masuk email ku coba tuh kaga ngisi emainya untung pakai nomor telepon bener,3.0,negative
1264,lumayan tinggal scan orang udh vaksin masukin vaksinasi sertifikat dapet kode otpnya banget,5.0,positive
1265,lumayan masuk mall,5.0,positive
1266,lumayan bantu,3.0,positive
1267,lumayanbuat org awam ribet akses,4.0,negative
1268,maaantaaab betuuul warga indonesia pergi data yg akurat kait sehat pribadi peran aktif cegah tular covid indonesia khusus provinsi ntt kota kupangtuhan yg maha kuasa kati lindung aamiin,5.0,positive
1269,maaf bintang aplikasi gak bagus netapin lokasi aja banget bilang nggak aplikasi,1.0,negative
1270,maaf aplikasi gak buka ya gak scroll ajagima nih tolong,1.0,negative
1271,maaf maksud gmn tombol tuju tdk sdh bgt update jg tdk pdhl sdh sedia updatetannya,2.0,negative
1272,maaf ka aplikasi yg login coba alternatif ukur tulis ttep tombol nya login aplikasi akses,1.0,negative
1273,maaf ka pl merah ya vaksin  nya,2.0,negative
1274,maaf kak gabisaaa cek sertifikat vaksin nya yah apk,1.0,negative
1275,maaf masuk akun kode verifikasi ya min,2.0,negative
1276,maaf nanya nih kaga masuk nomor nomor kartu daftarin udah aktif kaga ganti nomor ya tolong bantu,1.0,negative
1277,maaf isi data nik salah masukin no nik daftar vaksin nik ktp,1.0,negative
1278,maaf faksin ngisi nik salah angka benerin kali aja g pemberitahuan vaksin gmn yah download udah bln tp ganti tetep g,2.0,negative
1279,maaf ya nie adminudah baharu susah masuktau gitu mah gx baharu biar ttp masuktolong lg mksh,1.0,negative
1280,maaf ya download x masuk aplikasi tekan tuju syarat bijak tpi situ email peduli lindung tpi respon bantu gara ga geser kendala aktivitas scanning peduli lindung gara apk ajar karna apk,1.0,negative
1281,maap error moga,1.0,negative
1282,gak buka aplikasi,1.0,negative
1283,maff ko apk pas csan ko kamera item scan mohon bantu terima kasih,1.0,negative
1284,makasihsertifikat vaksin udah,5.0,positive
1285,maki susah download sertifikat ajh sulit udah aja error,1.0,negative
1286,buruk aplikasi gk nyesuain layar masuk aplikasi web aja gimana aplikasi negara bobrok,1.0,negative
1287,diupdate kacau aplikasiny sy donlot sertifikat ga biza kacau banget,1.0,negative
1288,error versi yg,1.0,negative
1289,ga checkoutnya gimana,1.0,negative
1290,parah location error on off gps sesi habis telat masuk kantor coba restart hp install ulang aplikasi kasih kecuali pakai sertifikasi vaksin aja nyaman masuk alami tanggap developer default mohon maaf melulu ga updatesolusi bosan lihat update alami nyata pas masuk gedung pagi bolak scan gagal login ulang,1.0,negative
1291,maksih bgus bngt warga,4.0,positive
1292,maksud gmna udh klik tuju tp gk muncul cmn syarat bijak doang,1.0,negative
1293,nggak buka app nya jengkel,1.0,negative
1294,males ngasih bintang gak menguntungkanribetudah vaksin tp sertifikat nya gak kluar,1.0,negative
1295,gak buka stak doang gak kerja gua gara gara gak jalan,1.0,negative
1296,sertipikat bom kluar kluar udah kmaren pksin cok,1.0,negative
1297,mantab bantu,5.0,positive
1298,mantabs bagus nih aplikasi,5.0,positive
1299,mantaf gampang tinggal scan,5.0,positive
1300,mantafffsangat bantu,5.0,positive
1301,mantap akurat kadang suma lambat update bagus,4.0,positive
1302,mantap aman dah masuk mall,5.0,positive
1303,mantap bagus nihh gk d scroll nyata ide tulis dikecilin alhamdulillah jdi,5.0,positive
1304,mantap kalo,5.0,positive
1305,mantap makasih dah bantu aq bantu jdi tau sertifikat vaksi,5.0,positive
1306,mantap respon nya cepat,5.0,positive
1307,mantap bantu,5.0,positive
1308,mantap smuanya d akses,5.0,positive
1309,mantap,5.0,positive
1310,mantap terima kasih,5.0,positive
1311,mantap lanjutken,4.0,positive
1312,mantappp sungguh bantu masyarakat,5.0,positive
1313,mantepp mudah yg vaksin,5.0,positive
1314,map akurat,1.0,negative
1315,mari dukung program perintah dg bervaksinasisayangi dirisayangi keluarga,5.0,positive
1316,mari faksin lupa pakai masker putus mata rantai sebar virus covid moga virus covid gerah negeri kitaataupun negara negara dunia amin,5.0,positive
1317,mas bro admin ga bs presisi layar aplikasi,1.0,negative
1318,hp redmi s yg ram tidk aplikasi cuka sampe ceklis aja masuk data smpe scan barcode mohon bantu biar yg ram,5.0,negative
1319,isi tanggal lahir pindah pindah arah ketik,1.0,negative
1320,log in aja ga pake app klo masuk elah benerin napa,1.0,negative
1321,stak pas syarat,1.0,negative
1322,lahir ketik sampe,1.0,negative
1323,udah cek in trs blm cek out cek out parahhh,1.0,negative
1324,udah update gk dgunainaplikasi ap ky gin,1.0,negative
1325,udah vaksin blm sertfikatnya,1.0,negative
1326,aplikasi nya smoga cepet fungsi,4.0,negative
1327,gak login font ganti coba update posisi tombol setujumengertisimpan layar hp resolusi dpi butuh masyarakat scan login lokasi kerja,1.0,negative
1328,sempurna apk nya error kdang sertifikasi vaksin nya ga liat dsb burukk butuh,1.0,negative
1329,bnyk bug harua,1.0,negative
1330,gak nyambung gak conect note ku,5.0,negative
1331,gak lihat sertifikat vaksin data udah daftar vaksin pas cek sertifikat vaksin gak muncul mohon mudah sulit bingung,1.0,negative
1332,error tlg lgmau download kartu ribet,2.0,negative
1333,sulit scanbarcot informasi nya radius klo lupa chekout susah chekin lg,1.0,negative
1334,orang,3.0,negative
1335,masuk ambil order mall mudah,5.0,positive
1336,masuk aplikasi gerak tuju fungsi aplikasi peduli roll tuju daftar via pedulilindungiid praktis mohon solusi aplikasi peduli lindung nya thx,1.0,negative
1337,masuk app nya susah mentok peelrsyaratan privasi aja,1.0,negative
1338,masuk mall muncul error check out mall gak kalo gak check out jam check in tetep jalan riwayat ber jam jam mall gara gara gak check out jaring bagus lelet banget data lengkap hubung hasil test covid nya check out check in buah mall,1.0,negative
1339,masuk tbm pakai aplikasi sukses,5.0,positive
1340,masukun data cepat komputer lelet,5.0,negative
1341,cek sertifikat vaksin aja susah ampun udh muncul situ vaksin liat sertifikat vaksin bilang gk udah update aplikasi gk heran,1.0,negative
1342,cek sertifikat vaksin jonson gak udah vaksin gak sms logintolong admin sistemya,1.0,negative
1343,daftar aj mati ga masuk aplikasi payah,1.0,negative
1344,daftar aj mati ga masuk aplikasi payah,1.0,negative
1345,daftar aja ribet dha lgsg masukin nomor ribet bgt udah pencet tuju,1.0,negative
1346,daftar vaksin pake aplikasi ga tap habis buka web pedulilindungiid ga tap muncul tulis silah coba besok besok coba lgi tulis nik daftar klo ribet gin mending ga ush vucksinasi,1.0,negative
1347,download sertifikat vaksin eh aplikasi verifikasi captcha ulang x verifikasi,1.0,negative
1348,kasih tau aja ga login update ko login hp klo layar tinggal kecilin fontukuran huruf hp opsi login tuju gitu kecilin font nya tinggal atur klik tampil pilih ukur huruf,5.0,positive
1349,klaim sertifikat vaksin salah data yg captcha nya gila coba verifikasi gak klaim data gak sesuai vaksin udah minggu tolong solusi akses aplikaai database isi selesai vaksin langsung laku on the spot tugas vaksin pasien aplikasi pedulilindungi versi admin vaksin data gak cur,1.0,negative
1350,lihat hasil tes pcr ngga kasih masuk nik lengkap,2.0,negative
1351,lihat kartu vaksin bisalangsung kluar sendri dr apk,2.0,negative
1352,lihat sertifikat force close,2.0,negative
1353,lihat sertifikat vaksin force close terushape gua a hape gua yg kentang aplikasi kacau,1.0,negative
1354,login aja susah bet dah jaring internet gak,3.0,negative
1355,masuk aja ga bisasegera,2.0,negative
1356,masuk aplikasi gak,1.0,negative
1357,sertifikat vaksin susaaah bgt verifikasi ga siapini aplikasi bener nyusahin,1.0,negative
1358,ubah nomor telepon gimana email balas nomor udah blokir pakai orang,3.0,negative
1359,sekolah ngescan barcode masuk kelas login apliksinya gk buka kalo gak bikin aplikasi ya bikin ngribetin orang aja,1.0,negative
1360,mauu daftar vaksinasi gabisaa server error teruss payah masuk website server error teruss,1.0,negative
1361,masuk tanggal lahir secrol manual jengkel,1.0,negative
1362,bantu,5.0,positive
1363,bantu pandemi gin,5.0,positive
1364,bantu moga bug bug nya,5.0,positive
1365,hp cepat habis baterai karna aktif gps nya kadang lupa mati gps peduli lindung alangkah notifikasi aja mati gps aktif coba kasih solusi baterai hape boros karna aplikasi dear admin malas email suruh email tolong yg mendevelop yg tanggung hadap aplikasi salam,1.0,negative
1366,buka aplikasi nya cepat,4.0,positive
1367,kaya perintah,1.0,negative
1368,mudah pergi kemanamana ken sehat gues,5.0,positive
1369,mudah giat seharihari,5.0,positive
1370,mudah pasuk ruang publik,5.0,positive
1371,mudah privasi vaksin,5.0,positive
1372,sulit rakyat babi sertifikat ngak muncul bkannya mudah sulit nih aplikasi,1.0,negative
1373,mudah interaksi,5.0,positive
1374,mudah dlm jalan,5.0,positive
1375,mudah masyarakat akses vaksinasi sertifikasi vaksin,5.0,positive
1376,mudah kece laku aktifitas rumah,5.0,positive
1377,mudah,5.0,positive
1378,putus rantai pandemi covid sesuai program pemerintahdan sesuai prokes,5.0,positive
1379,wawas yg luas,5.0,positive
1380,mending bikin aplikasi serah swasta bagus habis update gak pakai pilih checklist tuju scroll nambahin pusing,1.0,negative
1381,mending versi instal unistal instal aja ga login stuck pilih bahasa,1.0,negative
1382,mending scan qr alhasil kemaren mall pulang,1.0,negative
1383,hp deteksi lokasi palsu off langsung mode kembang nya aplikasi palsu,1.0,negative
1384,kode otp kirim sms coba ulang ulang kali,1.0,negative
1385,instal applikasi henti contreng tuju syarat,2.0,negative
1386,isi data isi ulang kali masuk nik tanggal lahir kaya download apknya ga,1.0,negative
1387,sertifikat muncul vaksin kali,2.0,negative
1388,isi data mental data valid,1.0,negative
1389,mentok bijak privasi udah centang baca tp ga ubah gimana wey butuh banget,1.0,negative
1390,mentok periksa data nik doank gabsa klik gitu aja liat hp org sih lancar hp beda kendala ya program pmerintah kendala mudah yg gaptek hp,1.0,negative
1391,mentok syarat d d centang,2.0,negative
1392,mentok syarat penggunaankebijakan gk scroll,1.0,negative
1393,mentok logo pls g buka pdhl buka apk pake jaring yg,2.0,negative
1394,menu chek out hilang,1.0,negative
1395,tunggu bosan udah minggu sertifikat vaksin blum jg,1.0,negative
1396,alam peduli lindung manfaat suka,5.0,positive
1397,sesal sih download login susah data masuk,1.0,negative
1398,sulit orang banyakentah sdm bajet yg korupsi,1.0,negative
1399,mudah,5.0,positive
1400,repot rakyat,1.0,negative
1401,mf gim nih aplikasiya ko ga buka macet tolong d ga gun,2.0,negative
1402,mhon baharu gk scroll gk ad tulis tuju,1.0,negative
1403,min instal aplikasi masuk no hpaja ngak ya butuh saran,1.0,negative
1404,min gimana suami muncul srtifikat vaksin udah vaksin yg tulis laku vaksin gitu tolong,4.0,negative
1405,min gmn ya ayah udah vaksin tahap tgl bareng apk sertifikat nya cuman riwayat vaksin nya doang dapet sertifikat nya tolong min gmn banget pergi,2.0,negative
1406,min mending buru deh baharu biar uinya discroll hp yg layar gede gaban gak kalo layar hpnya inch lu kecilin sampe mentok gak liat tombol gak ribet yak bikin mah,1.0,negative
1407,tolong aplikasi kali buka kluar tulis lokasi trus tulis tutup aplikasi coba menit lg gimana mati lokasi udah ubek atur gk ketemu aplikasi gk d buka mohon bantu,4.0,negative
1408,tolong ya developer nie aplikasi kadang buka kadang log out kirim email complain ga sih sampe tolak masuk mall gara ga aplikasi ga buka malu,1.0,negative
1409,mkasih g ragu cari nakah anak istri makas pedulilidungi,5.0,positive
1410,mksh sudh bisaaku ksh bntg,5.0,positive
1411,mohon aplikasi scan kadang gagal lancar,1.0,negative
1412,mohon bantuannyawaktu login susah masuknyakarna muncul kode otp nyamohon bantu nya,3.0,negative
1413,mohon bantu masuk aplikasi versi nggak masuk,3.0,negative
1414,mohon d udh kali vaksin knpa sertifikat gagal data,1.0,negative
1415,mohon pedulilindungi karna login terang bijak privasi,5.0,negative
1416,mohon centang geser ok,4.0,negative
1417,mohon perbaikin suka human eror,5.0,negative
1418,mohon ditindaklajuti aplikasi pas laku ceklis diplikasi muncul arah lanjutkanyaini hp,5.0,negative
1419,mohon maaf apk ga log in ya tampil nya negara centang sya tuju tolong arah uka tampil menu nya,1.0,negative
1420,mohon maaf gabisa scroll ceklis syarat bijak privasi mohon interface nya scroll muncul tuju,1.0,negative
1421,mohon maaf ga buka klo buka kelur,1.0,negative
1422,mohon maaf developer apk buka apknya lihat sertifikat vaksin gk daftar udah vaksin dosis tolong developer nya diperbaikin gk sekolah garagara bug,2.0,negative
1423,mohon maaf tolong bantuannyakenapa peduli lindung ku g bukasudah kali kali download layar buka pilih warganegara pilih indonesia g bisatolong bantu,1.0,negative
1424,mohon maaf hanphone samsung j prime suda coba tulis memori handphone yg kosong cache aman masuk centang tuju bijak privasi mohon admin,3.0,negative
1425,mohon maaf aplikasi nggak gunakankira yahsaya donlowad nggak masuk kakak sayasaya udah ceklis nyata tujuh nggak bisacuman kaya gitu doang nggak masuk nomer hp email sihmaaf ya kasih bintang kasih bintang mohon sarannyabiar menggunakannyaterima kasih,1.0,negative
1426,mohon maaf kph tuju nya ga muncul mucul yapdahal udh download hapus tpi tuju nya ga mucul mucul,1.0,negative
1427,mohon maaf aplikasi nya bug sertifikat vaksin gitu udah vaksin vaksin piye iki perbaikin aplikasi,2.0,negative
1428,mohon maaf aplikasi bagus mohon format tanggal iya etik tanggal lahir klik lahir lahir tgl februari klik pdahal format tanggal atur tolong effisien bintang sisa tanggal sda diupdate terima kasih,3.0,negative
1429,mohon maaf sertifikat masuk vaksin ubah hubung rs pulmonia sila vaksin verifikasi sertifikat muncul hijau selesai vaksin sertifikat lho aplikasi bug mohon,1.0,negative
1430,mohon aktif scan qr barcode nik isi no hp kode verifikasi digit kode verifikasi adamhon bantu,2.0,negative
1431,mohon jg no whatsapp utk chat adu trims email gada respon autoreply mesin aplikasi hrusx layan cepat kl ga ya mending hapus aj atur cek in barcode ckup kasih liat surat vaksin n ktp kalo jgn gaya pk app tp app nya ga aplikasi gada kelola email keluh jg gada respon paraahhh,1.0,negative
1432,mohon aplikasi download sertifikat vaksin loding ga nampil tu sertifikat uah pake data selular wifi buka aplikasi lancan  aja terima kasih,2.0,negative
1433,mohon jenis vaksin johnson johnson aplikasi,3.0,negative
1434,mou cek sertifikat gak data sdh validklik gambar ehmalah muncul milik sertifikat step suruh hubung eh konneksi tettanggu pdhl make wifinya indosat alamakaplikasi milik perintah berbudget mahal kalengkaleng gin sich pergi gratis sajah,1.0,negative
1435,msa udh vaksin ga kluar sertifikat status mwrah gmna sih,1.0,negative
1436,mudah aplikasi,5.0,positive
1437,mudah banget cari informasi,5.0,positive
1438,mudah d aplikasi,5.0,positive
1439,mudah lancar,5.0,positive
1440,mudah sih apk nyagak sulit gak ribet,5.0,positive
1441,mudah erti,5.0,positive
1442,mudah cari praktis,5.0,positive
1443,vaksin punsertifikat muncul sekalipadahal data,1.0,negative
1444,yg gaptek ga kalo mi nilai ya kasih bintang aja orang pintar aja orang yg gaptek ga pakenya kasih bintang kasihan aplikasi bintang harga aplikasi,3.0,negative
1445,bikin app lupa desa hp bagus desa bingung appl sagat susah dibukamau lihat sertifikat bisasaya mohon,1.0,negative
1446,bagus nih udh jd ga crash melulu lg,5.0,positive
1447,nama nik sesuai tp simpan duh gimana nihtolong,2.0,negative
1448,nama sertifikat vaksin vaksin kali,2.0,negative
1449,new to admin pedulilindungi tem kembang apk pedulilindungi slmt mlm admin handphone mentok android v tdk pack upgrade nya mohon solusi utk gun apk peduli lindung dgn versi android tdk org blh handphone bru dgn versi adroid keluh versi pedulilindungi akses androin v,3.0,negative
1450,nga muncul ni klau download mati aplikasi lokasi palsu bingun nya,4.0,negative
1451,ngak buka,1.0,negative
1452,ngak pakai scan qr mallmall ngak tuju parah banget,1.0,negative
1453,ngapain dah instal hrus kirim kirim email masukin data lengkap lengkap sertifikat gw tampil jug udh minggu,1.0,negative
1454,ngerepotin rakyat aja bikin khusus iphone aja aplikasi biar rakyat repot jos,1.0,negative
1455,ngestuck tuju tok gak aplikasi rusak,1.0,negative
1456,ngga buka,1.0,negative
1457,ngga hape tua,1.0,negative
1458,ngga login bolak tampil,1.0,negative
1459,ngga masuk aplikasi aplikasi,1.0,negative
1460,ngga bantu android jadul yg bantu orang,1.0,negative
1461,nggak login,1.0,negative
1462,nggak masuk dr syarat udah checklist ya udah sampe aja skrg pake scan qrnya pedulilindungi gimana deh,1.0,negative
1463,nggak masul halaman loginsignin tolong team it,1.0,negative
1464,nggak bantu sertifikat vaksin nggak sedia vaksin kemaren,1.0,negative
1465,ngisi data tgl lahir nya keren ya bikin jari keriting ga pakai sistem kursor udah gitu ngulang kali kali pas save internal eror terima kasih habis,1.0,negative
1466,ngk aplkasi nya kayak ta,1.0,negative
1467,ngrasa gk manfaat ngedownlod aplikasi,1.0,negative
1468,ni aplikasi gak sihkok gak gak buka ni aplikasiparah orang suruh download tp gak,1.0,negative
1469,ni gmna sih ko udah instal udah cklis stju tetp ga buka gmna lancar urus kerja an kaya gni tolong,5.0,negative
1470,ni ya udah vaksin x sertifikat yg doang masuk vaksin yg tera sertifikat lha vaksin yg gimana udah cari manual sesuai tanggal vaksin g temu konsul call centernya jg g nyambung terang sibuk,1.0,negative
1471,niat engga sih program susah banget ulang ulang engga bhisa perqturan,1.0,negative
1472,niat hati vaksin biar scan barkot eh gara salah masukin nomor eh udah ubah ganti anj taik lahhh peduli lindung,1.0,negative
1473,nice aplikasi bantu,5.0,positive
1474,nich vaksin udah susah kerja suruh download aplikasi uda download gk buka gara hp mintak full layar gua cari makan aja susah tanggung apk gk sensara rakyat,1.0,negative
1475,nik sertifikat salah udah lapor via email telepon call center lempar ga akses transportasi,1.0,negative
1476,nik orang salah tugas rugi minggu email peduli lindung titik terang selesai,1.0,negative
1477,no hp ganti gak bs timbul sertifikat nya,5.0,negative
1478,no hp simpan,4.0,negative
1479,nyusahin komplain minggu aja status hitam kemenkes lempar kekominfo kominfo aja,1.0,negative
1480,ok bagus kalo ga ribet,5.0,positive
1481,ok banget aplikasi bantu,5.0,positive
1482,ok mantap bantu,5.0,positive
1483,ok ksi bintang krna mnurut apl bgus,5.0,positive
1484,ok bantu info covid,5.0,positive
1485,oke aplikasi yg cerdas,5.0,positive
1486,oke mntap lnjut trussscovid gk prnh takutyg takut blm byr utangcovidd ud vaksinnjadi kebal dri virudsss,5.0,positive
1487,oke udah bagussangat bantu,5.0,positive
1488,oppo a install centang syarat tuju menu lanjutanberhenti aplikasi yg aneh,5.0,negative
1489,oppo a ram gb force close klik tombol lihat sertifikat profil,1.0,negative
1490,ora masyok pinginnya pake aplikasi biar cepet lelet,2.0,negative
1491,orang disduk capil salah masuk tanggal lahir manualbikin sertifikat vaksin nyaseharus nya otomatis masuklink vaksin input data disduk capilsaya bingung online yadiketik yacopy paste aja kali pakbuk capiljadi data samasemoga masukantksh,5.0,negative
1492,orang indonesia pakai aplikasi bodh paksa,2.0,negative
1493,org sdh paksa pakai vaksin skrg paksa instals aplikasi pedulilindungi android ga support paksa lg suruh ganti android moga yg bikin susah org akhirat susah sm allah krn bijak yg ga masuk akal,1.0,negative
1494,hp layar tombol klik masuk tampil hp layar masuk tolong orang update hp update aplikasi peduli lindung kecuali departemen sehat hp,1.0,negative
1495,dh lokasi tujuantapi gk ceck indiluar radius terosss,1.0,negative
1496,nik benartapi tetep aja gak bisaaaini sekolah,1.0,negative
1497,laku vaksin tp sertifikat muncul peduli lindung,1.0,negative
1498,gamau pake apk ni udah vaksin ttep aja pake hadeuh,1.0,negative
1499,tanggung sertifikat vaksinasi vaksin nih vaksin tahap laku sertifikat kah vaksin kali peduli lindung tera laku vaksinasi tolong bantu pakbuk tanggung butuh sertifikat kerja suruh perintah sulit tolong,1.0,negative
1500,paraaah udah bgt surat sertifikat vaksin yg gk padahl cek surat vaksin yg tpi skrh gak buka aplikasi gimana tolong skrg aplikasi buka mohon bantu terimakasih,1.0,negative
1501,parah banger jelek tidakbisa muncul kolom setujusaat login jd tdk dpt,1.0,negative
1502,parah ga apaib,1.0,negative
1503,parah kacau pas buka aplikasi henti,1.0,negative
1504,parah ga login tampil tuju ga scroll gin aplikasi wajib akses aja ga,1.0,negative
1505,parah ga download sertifikat vaksin,1.0,negative
1506,parah mudah urus ribet udah install kirain tinggal pakai udah aja gak yg tolol,1.0,negative
1507,parah gak login update aplikasi opo ikiii,1.0,negative
1508,parahaplikasinya,5.0,negative
1509,parahh gagal login mulu pakai google cek sertifikasi,1.0,negative
1510,parahhh banget abis update nggak login hrs bikin akun tp sertifikat nggak d akses kecewa,1.0,negative
1511,pas buka sayang aplikasi pedililindungi henti ya,2.0,negative
1512,pas gw registrasi gk pencet nya aneh udah mencetmenyatakan tuju ampe ceklis biru,1.0,negative
1513,pas ngisni e hac klik tgl kbrangkatan sllu otomatis kluar sndiri aplikasi gx jlas prjalanan smkin rumit,1.0,negative
1514,pas update susah login,2.0,negative
1515,pas update parah login ga tombol login mentok tuju apk,2.0,negative
1516,pas laku tuju hp samsung j tombol tuju nya ga keliatanalias ga pencet jd ga masuk langkah solusi kecilin huruf nya biar muat jd mencet tombol tuju,2.0,negative
1517,pasport digital nya jdi hilang update,3.0,negative
1518,payaah hp xiomi redmi not ga layar inc layar ny yg inc hp mahal doang tolong perbharui lg ga scroll,1.0,negative
1519,payah aplikasi susah tolong update kembang apl eror,2.0,negative
1520,payah vaksin tpi ga ad hasil sertifikasia ga ad adu,1.0,negative
1521,payah udah ceklis nyata tuju ga scroll gimana step udah sempet uninstall install tetep aja ga scrolling tolong minjem hp orang gara doang,1.0,negative
1522,payahmkin susah cek in,1.0,negative
1523,payah callkontak layan keluh,1.0,negative
1524,pdulilindungi akurat uda vaksin pfizer sertifikat vaksin ga terima kasih tolong kalifikasi ulang app nya,5.0,negative
1525,peduli lindung,4.0,positive
1526,peduli lindung bantu,4.0,positive
1527,pedulilindungi cegah sebar covid,5.0,positive
1528,pedulilindungi deteksi ponsel dijailbreakroot ponsel rentan hadap ganggu aman akses pedulilindungi alas aman saran pedulilindungi ponsel,2.0,negative
1529,pedulilindungi rupa aplikasi yg informasi akun pribadi perangkat hp tuju net perilaku aktivitas publik tekan laju tumbuh cegah sebar virus covid,5.0,positive
1530,pedulilindungikok sy tdk lht hasil vaksin tdk bs d buka aplikasi jg,3.0,negative
1531,layan gk bagus,5.0,negative
1532,layan puas,5.0,positive
1533,layan sertifikat vaksin tanggap,5.0,positive
1534,layan,5.0,positive
1535,lindung error udah vaksin eh status merah sertifikat vaksin gak muncul suruh vaksin kah chuakzz,1.0,negative
1536,periksa jalan lancar,5.0,positive
1537,pilih tanggal lahir ngk ketikmerugikan,1.0,negative
1538,pindah akun rumit,1.0,negative
1539,atur tanggal efektif,3.0,negative
1540,atur tulis nya yaagar aplikasi sy langsung akses nya unduh sertifikant vaksin nya dgn mudah,5.0,positive
1541,ken gabung mentok apl nya,3.0,negative
1542,hp samsung galaxy j prime tampil sepenuh muat yg tampilsaat buka donlot pilih warga negara centang tuju syarat tampil krn muat hp mahal,1.0,negative
1543,gampang gk ribet,5.0,positive
1544,isi data tanggal lahir pakai sistem kalendermenyusahkan kamikami lahir repot scrolnya,3.0,negative
1545,isi tanggal lahir scroll cepat isi nya,3.0,negative
1546,isi tgl lahir praktis tap kali kali lahir tolong,3.0,negative
1547,asa udah vaksin udah daftar apk peduli lindung sertifikat vaksin nya gaada apknya kecewa,1.0,negative
1548,bosmasa klik tuju tutup layarsbelum baharu maksimal jngan publis kasi orang pakai aplikasi ga pakaiseluruh indonesia butuh aplikasi initolong kasih yg aplikasi nyajngan orang ribet gara aplikasi nya ga pakaitrimakasih,2.0,negative
1549,,3.0,negative
1550,instal gk dipake aplikasi toooloool,1.0,negative
1551,didonlodnggk terbukacuma batas centang aja,1.0,negative
1552,,1.0,negative
1553,lgi log out aplikasi msuk lgi ribet njelimet yg sertifikat vaksin d lihat,3.0,negative
1554,tingkat aplikasi wajib orang akun log out gagal check in scan barcode kadang hasil scan gagal check in log out,2.0,negative
1555,tulis tanggal lahir yg mudah susah tekan tombol berpuluhpuluh kali lahir,3.0,negative
1556,remake ngebug,1.0,negative
1557,migrasi data vaksin gotong royong vaksin perintah vaksin perintah data input karna peduli lindung daftar terima paksin gotong royong data terima vakasin gotong royong hapus,1.0,negative
1558,permisi update aplikasi peduli lindung tampil kartu vaksin tulis sertifikat sedia vaksin xkarena aktivitas kereta busway mesti pakai aplikasi peduli lindung scan barcode tulis radius code tampil sertifikat nya gak tampil mohon konfirmasi nya terimakasih,1.0,negative
1559,pilih tgl lahir krg praktis bikin capeksertifikat yg srg hilang,1.0,negative
1560,pilih isi tanggal lahir pilih pilih manual puluh pilih tanggal lahir ganti no hp yg beda pakai vaksin tampil sertifikat vaksin nik nama status vaksin mohon terima kasih,1.0,negative
1561,pokok cocok deh,5.0,positive
1562,postip bagus jempol aplikasi nya,5.0,positive
1563,praktis mudah aktifitas ramai mall,3.0,positive
1564,pretlah pdhal tuk akses fasilitas publik knp hrs henti ssh tuk pakai,1.0,negative
1565,program,4.0,positive
1566,programer ajar mah ajar deh gedung cyber giat yatampilan layar fleksibel type hp scroll tolong,1.0,negative
1567,proses nya gampanggampang susah,5.0,positive
1568,gk masuk min,1.0,negative
1569,ga,1.0,negative
1570,ko gak buka tulis akun kadaluarsa downlod ber kali kali tetep ulas yg akun kadaluarsa mesti kalo warga negara pake aplikasi pedulilindungi mudah masuk akun pedulilindungi sulit,2.0,negative
1571,gak sertifikat vaksin nya vaksin status vaksin nya aja sertifikat nya gak,3.0,negative
1572,gak masuk sampek syarat gun bijak privasi mintak tolong it nya,1.0,negative
1573,cetak,1.0,negative
1574,dibukakarena tampil weeb nya baharu link syarat ganti ganti masuk beda bedaantara lainjadi penasaran binggung mengaksesterus serasi kesamaanuntuk data akses samakalau beda beda mencurigakantakut bereskehati hati waspada,3.0,negative
1575,pusing liat sertifikat vaksin ko nggak,1.0,negative
1576,recaptha gk abis abis aplikasi tololll,1.0,negative
1577,respon database kemenkes vaksin aplikasi gk update,1.0,negative
1578,ribet auntentikasinya sudh pencet sesuai dgn yg ehhh ujung salah,1.0,negative
1579,ribet banget ga daftar,2.0,negative
1580,ribet nggak kasi pandu sy trs aja ngoceh hhh pokok aplikasi bacot bener dah,1.0,negative
1581,ribet susah masyarakat,1.0,negative
1582,ribet baca bijak privasi pas tekan ga muncul muncul,1.0,negative
1583,ribu kali d klik gk login login yg d klik aja gk,1.0,negative
1584,pasu identitas vaksin tekan tulis tulis tombol vaksin kali,1.0,negative
1585,bagus bagus aja aplikasi kembang ya bug terimakasih,5.0,positive
1586,masuk paksa bug hp redmj note mohon bantu admin,1.0,negative
1587,lihat sertifikat vaksin aplikasi langsung,3.0,positive
