content,sentiment
Kenapa klo mo check in selalu gagal,negative
PARAH.... GAK BISA LOGIN SETELAH UPDATE..... APLIKASI OPO IKIIII......!!!!!,negative
"Gimana cerita nya tanggal lahir tidak sesuai pada hal dari data Kartu keluarga dan ijazah aja dan KTP saya sesuai semua, tapi ini kok pas saya mau cek sertifikat vaksinasi kok keterangan nya tanggal lahir tidak sesuai. Ini membuat saya di rugikan untuk mengecek sertifikat vaksinasi saya dan kalo sudah begini saya tidak bisa melamar pekerjaan buat diri saya dong.",negative
Saya Download app ko gabisa masuk tolong di perbarui atau diperbaiki sistemnya,negative
Sebenernya aplikasi ini ada manfaatnya gak sih,negative
"Aplikasi gaje, rusak. Masa gw dah masukkan nik benar ko ga bisa keterima 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",negative
Saya sudah vaksin dosis pertama. Tetapi status vaksin masih merah padahal sertifikat sudah keluar. Saya tidak bisa ke fasilitas publik. Sangat tidak membantu. Mohon segera update aplikasinya. Terima kasih.,negative
Wkwkwkwk ga fungsi ini.... Apk blm masak.... Gmn mau maju.... Wkwkwkw... Ceklis stuju tapi ga ada tombol ok nya gmn mau nerusin login... Wkwkwkw....,negative
Ini aplikasi makin parah..mlh ngga bisa dibuka sekarang,negative
Kenapa saya tidak bisa login di app nya,negative
Tidak bisa daftar setelah menyetujui kebijakan,negative
Sering ga bisa di buka...,negative
Tidak bisa di gunakan,negative
Verifikasi no. Hp ga keluar²,negative
Nggak membantu sama sekali!! Sertifikat vaksin kedua nggak tersedia. Padahal sudah vaksin kedua kemaren.,negative
Aplikasi bego bikin susah masyarakat aja.,negative
Stuck di syarat penggunaan dan kebijakan privasi,negative
"setelah di perbarui malah gak bisa scan, padahal internet ada GPS hidup",negative
Tidak dapat digunakan di sebagian hp,negative
"Aplikasi ga jelas, mau login aja susah",negative
"Dari tadi saya coba tetep gak bisa. Otp tidak valid lah udah kadaluwarsa lah, padahal mah saya gercep masukin kodenya.",negative
"Jwelek. Mau cek sertifikat aja belibet, ga muncul muncul. Padahal udah input nik dengan benar, profil aplikasi juga sudah lengkap tp sertifikat tdk bisa dilihat. Payah aplikasinya",negative
"Banyak orang yg kebingungan gk bisa login setelah update aplikasi ini, sedih sekali melihat orang orang tersebut mohon segera di perbaiki secepatnya",negative
Kode Verifikasi aja lama,negative
Punya saya tidak bisa di cetak,negative
Apk nya ga bisa di buka aneh,negative
"Ga responsive di hp android versi lama,button saya setujui tidak muncul.",negative
"tolong pemerintah kalo bikin aplikasi minta orangnya yg bikin yg agak becus dikit, banyak orang ngasih bintang 1 kan, ya iyalah aplikasinya rusak gajelas, mohon segera di update, yuk bisa yuk",negative
"Tombol Aggree Nya Mana Ini Woyy..... Mentok Ga Bisa Di Scroll. Mentang-Mentang Hp Gue Jadul Layar Kecil. Kemana-mana harus pake aplikasi ini, tapi aplikasinya bapuk. Masa iya harus ganti hp yg lbh bagus karena aplikasi ini doank, siapa yg mau bayarin. Dinas Sosial....??? Udah di Kecilin Hurufnya Tetap Ga Bisa",negative
Tidak berfungsi,negative
"Saya tidak bisa masuk aplikasi, sudah berulang kali nunggu update tapi sama saja. Tolong pencerahannya",negative
Tidak Bisa dibuka,negative
Verifikasi lewat sms..tapi ga nongol2 kode otp nya....dari 3 hari yg lalu begitu terus....,negative
Kayaknya saya hrus hapus ajah ini aplikasi tidak bisa lihat sertifikat vaksin..trmaksih,negative
setelah di perbarui Aplikasi sering keluar sendiri/bug?? dan tidak bisa registrasi untuk pembuatan akun baru/masuk akun yg sudah ada!!,negative
"Ditanya malah robot yg jawab ,parah.",negative
Aplikasi abal abal,negative
"Sertifikat tidak ada. Kontak ke email emailnya ngaco. Kasih menu kontak lah jgn lepas tangan, mega proyek masa iya timnya ngaco kaya gini",negative
Di upgrade malah tidak bisa buka aplikasi.Pun dengan menDownload ulang sama sama tidak buka aplikasi.,negative
"Saya baru download pas mau masuk tidak bisa, sudah klik persyaratannya tp tidak ada tombol selanjutnya, di hp suami saya jg sama. Apa memang seperti itu jika baru mau daftar?",negative
"Kenapa tidak bisa melihat sertifikat vaksinnya? Padahal sudah mengisi data diri lengkap,, Mohon penjelasannya! Dan Tidak bisa scan kode-QR",negative
Padahal saya sudah melakukan vaksin pertama dan ke 2 tp sertifikat tidak muncul di peduli lindungi,negative
Kenapa tidak bisa mendaftar tulisan nya user tidak ditemukan Mohon bantu jawab,negative
Masa udah cek in trs blm cek out malah cek out sendiri parahhhh,negative
"Kecewa sy mw cek sertifikat vaksin tp gk bisa""",negative
Kok aplikasinya stuck di kebijakan dan privasi y,negative
Saya sudah vaksin isi formulir dengan benar tapi sampai sekarang tidak dapat sertifikat vaksin.,negative
"aplikasi semakin jelek.., gk bisa dipakai",negative
Kok udah di donwload gak bisa masuk,negative
"Apk Buruk, Reload mulu. Tidak sebagus bulan September lalu.",negative
Saya sudah berulang kali mencoba tetap aja tu sertifikat vaksin tidak muncul..paspor digital juga sama aja..hub 119 juga sibuk terus..gimana dari vaksin 1 sampai 2 juga nggak muncul tu sertifikat..gimana sih kan saya butuh sertifikat itu buat pekerjaan ..dan juga kalo jawab postingan jangan sistem..lah saya ini bertanya sama manusia bukan sama robot..mohon jangan bikin orang bingung.saya copot aja dari hp. apk nggak berguna cuma bikin sampah di hp..tuh kan bener..jawaban dari sistem wk...wk..wk.,negative
Ga bisa liat sertifikat vaksin digital padahal sy udah vaksin kedua,negative
Susah masuk ke aplikasi.... erro terus...,negative
Update regulasi perjalanan kok masih tanggal 4 September 2021. Tolong perbaiki update regulasi perjalanan TERBARU. Padahal tiap buka di minta perbarui aplikasi tapi kebijakan regulasi masih bulan September.,negative
"Aplikasinya tak bisa dibuka hampir ke100 kali tetap aja tak bisa dibuka,membosankan",negative
Saya udh vaksin pertama tgl 25 november tpi sampe sekarang belum ada informasi lanjut mengenai vaksin surat atau sertifikat bahkan pemberitahuan vaksin belum ada sampe sekarang gimana sih cara kerjanya padahal temen saya yg vaksinnya bareng saya udh ada titik terang nya,negative
"Saya instal aplikasi ini ulang, sebab hp saya error dan ketika saya masuk hanya sampai syarat dan kebijakan. Mohon segera diatasi terkait perihal tersebut",negative
"Jelek banget,kata nya suruh di perbaharui aplikasinya,tapi setelah di perbaharui aplikasinya tidak dapat di buka,aksesnya sulit bikin pusing😤😭😡",negative
Aplikasi PEDULILINDUNGI abal-abal ternyata GAK SEMUA HP SUPPORT UNTUK instal aplikasi PEDULILINDUNGI abal-abal ini... dengan rating nya yang juga abal-abal 3.5 HAHAHAHAHA..!! menyusahkan rakyat menengah ke bawah aja ini mah. Sudah di download namun tidak support ke HP saya karena tidak bisa regis lebih lanjut.. abal-abal PEDULILINDUNGI please stop Covid-19 dengan tidak ketergantungan dengan Aplikasi abal-abal ini !!,negative
"Sertivikat vaksin pertama dan kedua tidak tersedia, padahal sebelum nya udah ada tapi sekarang hilang. Klo emang data sertivikat vasin ga bisa di simpan di apk peduli lindung beri keterangan sebelumnya, biar pengguna bisa langsung download jadi ga ribet pas butuh sertivikat vaksin",negative
Gak jelas aplikasinyaa... Udah berapa kali instal dan unistal ttp ga bs,negative
Jelek.. Tombol awal saya setuju tidak bisa tampil sempurna sehingga proses terhambat,negative
Aplikasi ini tidak bisa check out Sangat menyusahkan,negative
"Tidak bisa digunakan, untung di aplikasi lain ada Yg menyediakan fasilitas peduli lindungi. Aplikasi orinya gak bisa dipakai, tp buka dari aplikasi lain yg menyediakan aplikasi ini malah bisa dibuka. Aplikasi yg aneh.",negative
Vaksin udah lengkap tp status masih kuning terus..padahal seritifikat ke 2 udah ada...udah berkali2 tlp call center .gak ada perubahan jg...kalo aplikasi nya blm siap yaaa jangan d wajib in gt,negative
Paraaah udah lama bgt masa surat sertifikat vaksin yg kedua gk keluar juga padahl saya mau cek surat vaksin yg kedua tpi ini malah skrh gak bisa di buka aplikasinya gimana ini tolong dong kenapa skrg aplikasinya malah tidak bisa dibuka? Mohon bantuannya terimakasih !,negative
"Aplikasinya masih banyak bug, melapor lewqt aplikasinya sangatlah susah harus lewat email, saya mau perbaiki nama",negative
"Aplikasinya sangat sangat bener bener parah banget,,,,saya sudah divaksin malah gak ada ...boro boro nongol atas nama saya pribadi..dicek diwebsite untuk cek sertufikat MALAH "" tiket vaksin tidak ditemukan"" diaplikasinya lebih parah lagi ""kode verifikasi untuk akses melihat sertifikat gak dikirim kirim "" sangat sangat payah",negative
Kenapa ya saya mentok di kebijakan Dan privasi mohon jawabanya??????,negative
"Aplikasi mentah dan belum siap, mana mau berangkat, setiap login sesi habis out sendiri. Kode otp terlalu lama dikirim terkadang ga dikirim. Verifikasi kode low respon. Udh 10 JT yg download cuan nih aplikasi.",negative
"ui sangat tidak intuitive, dimohon untuk mencari developer software yang lebih baik lagi, orang yg sudah vaksin sebelum membuat akun akan kesulitan untuk melihat sertifikat ketika sudah membuat akunya",negative
Ini giman sih mau masuk aja dibikin ribet gak jelas bngt kalo bikin apk yg jelas dikit ini mau masuk aja nggak bisa,negative
"Kalau gk chek out kan gk chek in lg di tmpt lain, nah skrg apk bgtu gk bs chek out",negative
Kenapa gak bisa login si saya sudah coba berkaki kali tapi tetep gak bisa,negative
"Gimana nih.. Dah 1minggu an gk bisa bukak aplikasi ini.. Katanya membantu warga , tp.malah buat kesal... Huffhhhhhh",negative
"Aplikasi apaan ini udah ber kali"" d dawnload tetep aja ga bisa ke buka ngehabisin kuota aja kata nya lebih cepat dan mudah ngebuka sartifikat vaksin tapi kenyataan nya lebih susah malah musingin sue.",negative
"Mou cek sertifikat gak bisa. Data sdh valid,klik gambar eh...malah muncul ""anda tidak memiliki sertifikat"" Step berikutnya disuruh hubungi 119, eh katanya konneksi anda tettanggu.... Pdhl kan make wifinya Indosat. Alamak....aplikasi milik pemerintah berbudget mahal kok kalengkaleng gini sich sepergi gratisan sajah",negative
"Setelah tak perbarui aplikasinya malah g bisa buat check in ,, posisi gps g sinkron ama realitanya,, hp di restart ulang tetep aja,,, pusing aq tu mau check in kerja g bisa mulu,,terus gmana ini?? Gimana cara setting gpsnya agar sesuai dg posisi yg realtime?",negative
"ko aplikasi saya ga bisa di buka.padahal dah download berkali"" ,tapi ada pemberitahuan "" sayangnya aplikasi peduli lindungi terah berhenti,""maksudnya gmna tuuh..?",negative
"Aplikasi apaan ini.ga berguna,udh ga usah dibikin aplikasi seperti ini.kecewa ga bisa di pakai.udah ada seratus kali lebih login.baik pake nomor Henpon atau pun pake Email hasil nya tetep ga bisa.selalu pilih satu untuk masuk dengan Henpon atau email.kecewa......aplikasi jelek..",negative
Tidak bisa dibuka,negative
"Kenapa status saya masih terdaftar di prog. VGR padahal saya sudah mengajukan untuk dikeluarkan dari VGR karena sayq susah vaksin dosis 2 di puskesmas, harusnya ada menu buat delet dari VGR biar ga ribet....",negative
"Ini bagaima min, katanya kode dikirim ke email ko ga ada Mulu kodenya dah udah dicoba kirim ulang tetep aja. Tolong diperbaiki!!!!",negative
Ga ada manfaatnya,negative
Gk bisa login:v,negative
Tidak bisa masuk. Hanya sampai persetujuan syarat dan privasi sdh setuju tp tidak ada kelanjutannya. Bagaimana caranya?😭,negative
aplikasi buruk.. gak bisa log in,negative
"Kenapa saya ngedownlod peduli pindungi tidak bisa muncul"" terus",negative
Apaan? Kalo bisa cuma di android versi 7.0 ke atas lha versi bawahnya gak bisa pake app ini gto? Lha ngko lek gk pke gk diolehi masuk mall!??,negative
"Sudah bolak balik download dan uninstal tetap tidak bisa login, klo harus pake jenis android tertentu baru aplikasi bisa berjalan ya sama saja penyedia layanan menyusahkan pengguna. HP saya tahun 2016, masak saya harus beli hp baru untuk dapat menggunakan aplikasi ini 😤😤😤",negative
Kok sertifikat saya yang kedua belum ada ? Padahal saya sudah vaksin kedua. Apa saya harus suntik dosis kedua lagi? Tidak kan?🙄🙄 Mohon kerja sama nya lah,negative
Berhasil di instal tp ko g bisa scan ya,negative
Ini kenapa tombol SAYA SETUJU nya nggak ada dihp saya,negative
dulu sudah bisa dibuka ...tiba tiba tidak bisa dibuka ... payah,negative
"Aplikasi lemot, mau jaringan kuat atau jaringan lemah pun tetap sama lemot",negative
Mengapa kode otp tidak pernah dikirimkan melalui sms? Padahal sudah mencoba berulang ulang kali.,negative
"tolong kak, saya mau cek sertifikat vaksin ayah saya tapi kok sudah berulang² ganti akun dan masukin no nik tapi ttp tidak muncul sertifikatnya, padahal di searc ad muncul hasil sudah melakukan vaksin ke 2 tapi setelah di klik tidak muncul",negative
Saya sudah vaksin pertama dan kenapa tidak dapat sms pemberitahuan padahal yg lain sudah dapat??????,negative
Mohon maaf ini saya gabisa scroll kebawah setelah ceklis syarat penggunaan dan kebijakan privasi... Mohon segera diperbaiki interface nya karena tidak bisa mau untuk di scroll tidak muncul persetujuan,negative
Tidak bisa digunakan,negative
Aplikasi ribet gk bisa masuk udh disetujui gk bisa masuk bbi,negative
Tolong lah saya gk bisa melihat sertifikat vaksin saya,negative
"sekelas negara bikin aplikasi aja ga becus, ecek ecek, payah,, bug dimana mana,,",negative
"Tidak bisa beralih dari halaman ""saya menyetujui kebijakan privasi""",negative
"Ini tolong di update dah coba, masa ga bisa di scroll ke bawah setelah menyetujui syarat penggunaan.",negative
Apk nya sering error dan tidak mendukung ketika perlu Tolo di stabilkan lagi apknya,negative
gak bisa login nih. gak bisa di swipe untuk login. tolong diperbaiki,negative
payah.. tidak ada call/kontak layanan keluhan,negative
"Jgn nanggung Kalo bikin apl, mentang"" hp mak gw oppo biasa digeser kebawah gak bisa hoalahh",negative
"Maaf ini kenapa aplikasi saya gak bisa di buka ya? Gak bisa di scroll ke atas masih itu"" aja..gima nih tolong di perbaiki",negative
"Kok nggak bisa daftar padahal sudah benar kok, tapi nggak bisa malah ada tulisan anda sudah melakukan 3 kali kode 🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕😠😠😠🖕😠🖕😠🖕😠🖕😠🖕😠😠😠🖕😠🖕🖕😠🖕😠🖕😠🖕😠🖕😠🖕😠🖕😠🖕😠🖕😠🖕😠",negative
Ini gimana sih aplikasih nay saya sudah nyentang syarat penggunaan dan kebijakan privasi oke nya gk bisa dipencet ada dibawa tolong perbaiki,negative
Sertifikat nya ko hilang ya? padahal kemarin ada,negative
"Maaf ya saya sudah download 7x dan belum bisa masuk ke aplikasinya , saya sudah menekan setuju dengan semua segala dan syarat kebijakan dan penggunaan, TPI kenapa tidak bisa ke hal berikutnya dan malah tetap disitu terus , saya sudah email peduli lindungi TPI belum ada respon yang membantu , gara 2 ga bisa geser ke hal berikutnya saya sudah terkendala dalam aktivitas saya yang harus menggunakan scanning di peduli lindungi , gara apk ini saya belum bisa mengikuti pelajaran karna apk ini 🙏",negative
Vaksin di wajibkan untuk semua warga negara indonesia. Tapi aplikasi peduli lindungi hanya di khusus kan untuk hp android 7.0 keatas. ingat tidak semua warga negara indonesia mampu beli hp androit 7.0 keatas.,negative
"Aplikasi malah ga bisa di pake setelah naik versi, suka keluar sendiri... Gimana nih min solusinya",negative
"perlu remake lagi , masih sering ngebug",negative
Bagaimana cara mengunakan aplikasi ini? Ko ribet banget? Sertipikat vaksin saya belum saya terima padahal saya sudah 2 kali vaksin?,negative
"Waduh dah di paksin dua kali ko cuma keluar sertipikat paksin satu kali,haruskah tiga kali paksin",negative
"Saya sudah vaksin 2x tp sertifikat yang muncul cuma yang pertama :"") yakali harus vaksin ulang hiks",negative
"Data sudah benar smua, sudah sesuai. Tp masih blum bs cek sertifikat, gmn ini.. solusinya gmn ?",negative
Kenapa Susah sekali ya meng Instal Aplikasi ini?dan sudah Beberapa kali saya coba tapi Gagal,negative
Kenapa pop saya setuju nya tidak muncul muncul di awal?,negative
Merepotkan rakyat kecil,negative
"Server sering eror,mau ngecek sertifikat vaksin gak bisa.aplikasi yang harusnya berjalan baik malah banyak kekurangan nya",negative
Setelah persetujuan kebijakan harus nya ada klik ok..tapi ini ga ada..jadi ga bisa ke step selanjutnya..versi android udah 8,negative
"Saya sudah vaksin pertama dan sudah keluar juga sertifikat vaksinnya,tapi kenapa status vaksin saya masih warna merah(belum vaksin), tolong diperbaiki lagi masalahnya",negative
Tidak bisa Mendaftar ketika Di klik di halaman Warga negara indonesia.. Di bawah klik Kolom saya menyetujui Tombol Setuju Tertutup... Tidak bisa Full gambar nya di Handphone saya,negative
Saya kasih bintang 1 dulu karena saya melihat komentar yang lain juga pada kecewa,negative
Menunggu itu membosankan udah hampir seminggu sertifikat vaksin blum jg ada,negative
"Saya sdh vaksin 2x,hny krn mau dinas luar kota,mau cek vaksin koq datanya ksong, dan sdh berulangkali coba ttp g bisa,berulangkasi isi email sllu ssh trdftr pdhl blum prnh pke aplikasi ini,kebangetan..nyesal unduh aplikasi nya",negative
"Saya sudah vaksin 2 kali tapi di peduli lindungi nggak keluar sertifikat nya,,,padahal udah di coba beberapa kali,,tetap nggak bisa,,padahal udah dimasukin nik sama nama sesuai ktp teetap nggak bisa,alasan nya nama salah",negative
"Kenap ko hasil tes saya ga bisa keluar padahal saya udah vaksin 2 kali,tapi hasil yang pertama dan yg K2 ga ad",negative
Ini aplikasi update terbaru bukan malah tambah bagus malah tambah jelek. Gak berfungsi gini aplikasi nya!!!! Tolong lah diperbarui jgn nyusahin gini,negative
Kenapa sertifikat vaksin saya ga bisa muncul susah amat,negative
Tidak bisa digunakan untuk semua spesifikasi android,negative
parah! ga bisa download sertifikat vaksin,negative
"dah 2 kali instal apk pedulilindungi. hasilnya tetep tidak bisa login. ukuran tulisan sudah kecil dari awal, tetep tampilan nya tidak bisa login. berikan solusi terbaik donk. mksh.",negative
Setelah di setujui tidak keluar tombol apa apa,negative
Mauu daftar vaksinasi gabisaa server error teruss payah sudah masuk ke website juga sama server error teruss,negative
Aplikasi bad ga bisa di buka,negative
"Aneh sekali newest version tetapi berhenti di syarat dan ketentuan. Tidak ada menu untuk login. Tolong segera diperbaiki, kemana-mana harus scan, bagaimana kegiatan saya sehari-hari besok?",negative
Tolong di benerin lagi apknya udah saya klik opsi setuju tapi ngga bisa masuk ke apknya,negative
Aplikasi crash setelah login dan tidak bisa dibuka lagi,negative
Kalo di playstore gabisa di buka tapi di web bisa dibuka. Lah untuk apa ini aplikasi jadinya wkwkwk,negative
Kok tidak bisa du buka yah..apa ada yang salah..?,negative
Tolong LBH di tingkatkan untuk sertifikatnya harus muncul ya,negative
saya koq tidak bisa buka aplikasi nya yah..mentok di kebijakan privasi saja,negative
"Aplikasi kurang berguna, tidak berfungsi dengan baik, disaat digunakan sering keluar sendiri, mohon diperbaiki dan untuk sekarang saya akan uninstall saja",negative
Ribuan kali d klik gk ada bisa login Jangankan login yg d klik aja gk ada,negative
"Setiap scan pasti gak bisa, butuh akses lokasi padahal udh dinyalain GPS, masih ajh gak bisa, tolong donkk perbaiki, saya susah buat masuk kerja",negative
Tolong cara daftar di permudahkan bagi warga Indonesia yang sedang di luar negri dan ada hanya pasport ktppun terkadang tidak semua orang membawanya atau ada yang kehilnagan dulu waktu belum bernagkat kerja di luar negri sempat bikin e-KTP sedng kan ktp yang lamapun nomor nik tidak ada dalam daftar kekeluargaan mohon di tambahkan dengan cara daftar mengunakan nomor pasport. Terimakasih,negative
"Kenapa eror nya sama di beberapa hp yang saya coba ttp ga bisa login, gaada pilihan selanjutnya hanya berhenti di halaman pertama. Mohon segera di benahi",negative
cara dapat sertipikat yang tida muncul gimana susah..... padahal udah di vaksin 2 kali,negative
"Masih banyak yang gak bisa login meski font sudah diganti ke yang paling terkecil, coba Update posisi tombol 'Saya Setuju/Mengerti/Simpan'. Tidak semua layar hp sama resolusinya (dpi). Karena yang akan dibutuhkan masyarakat adalah scan login lokasi tempat kerja dan tempat lainnya.",negative
Susah untuk daftr ada tuduh nya gmali / nomer udah di dowlid daptarbkeluar kode frivikasi nya susah,negative
Kurang memuaskan n sering macet... N perlu di ingat ndak bisa masuk.,negative
Saya sdh vaksin kedua..begitu login kok katanya blm vaksin...gmn solusinya,negative
"Udh vaksin 2 kali tapi belom dapet sertifikat, sertifikat yang pertama aja belum keluar padahal udah 2 bulan lohh. Kalo gini terus mau pergi kemana mana jadi susah.",negative
"Ko sertifikat vaksin saya ga muncul ya, data udah bener ada keterangan sudah vaksin pertama juga tapi sertifikatnya ga muncul.. nanti jadi masalah ga",negative
"Permisi, saya sudah update aplikasi peduli lindungi. Namun, saat mau menampilkan kartu vaksin saya kok ada tulisan sertifikat belum tersedia. Padahal saya sudah vaksin 2x.Karena, untuk beraktivitas menggunakan kereta dan busway mesti pakai aplikasi peduli lindungi. Scan barcode tulisannya radius code terlalu jauh. Sedangkan menampilkan sertifikat nya gak bisa ditampilkan. Mohon konfirmasi nya dan terimakasih 🙏",negative
"Masih saja sampai sekarang gak bisa lihat sertifikat vaksin, padahal data diri udah benar dan sudah terdaftar kalau saya sudah divaksin, tapi pas cek sertifikat vaksin gak muncul sama sekali. Mohon lah diperbaiki lagi, bukannya mempermudah malah mempersulit dan membingungkan.",negative
Hasil tesnya gak bisa kluar jdi mlah ribet,negative
Apk tidak ada gunanya,negative
"Very bad aplikasi , udh d centang tp gk ad tulisn buat masuk lg apaaan sih , lg pntng gni gk gunaa , gk niat ngsi bintang mskipun 1",negative
segera perbaiki! jangan cuma asal-asalan bikin aplikasi,negative
"Gimana tho ya, katanya wajib tp developer bikin semau2nya aja. Udah tau lah ya, komplennya pasti stuck di halaman login yg gak bisa lanjut masuk ke apps nya, trus paling jg dijawabnya kita yg mesti benerin settingan HP. Laahhh, yg mesti dibenerin tuh apps mu boss. Gak semua pengguna apps mu yg ""dipaksa"" install ini orang yg ngerti. Kalo gak ""wajib"" jg gamau installnya boss. Masih direpotin dgn hal ubah2 settingan. Lucu boss ahh, udahan yuk candanya. Banyakin kerja :)",negative
"Mentok di pemeriksaan data nik doank,, mau lanjutkan, malah gabsa di klik, gitu aja terus,,, liat di hp org sih lancar,,, kok tiap hp beda kendala ya,,, program pmerintah seharusnya tanpa kendala, permudah buat yg gaptek hp,",negative
Diupdate malah ngestuck di logo doang gabisa masuk ke halaman utama.,negative
"Check in ga pernah mulus, selalu bolak balik ngulang, yang ada malah ribet.",negative
"Mengapa saat mengisi data diri tidak terisi, saya sudah berulang kali memasukkan nik dan tanggal lahir tapi tidak bisa Kaya Download apknya tapi ga berguna",negative
Terlalu menguras data.. Terkadang suka eror,negative
"Mohon aplikasinya diperbaiki , masalah scan kadang gagal terus, tidak lancar",negative
Gak bagus aplikasi ini banyak gak bisa yang blum dowload jangan agik ngabisin data dan pakt,negative
"Aplikasi macam apa ini cobak , gk bisa login",negative
"Mulai vaksin pertama sampai kedua pun,sertifikat tidak muncul sama sekali,padahal data sudah benar",negative
"Pada hp yang layar 5"" tombol klik untuk masuk tidak tampil jadi hp yang layar 5"" kebawah tidak bisa masuk. Tolong diperbaiki karena tidak semua orang bisa update hp ke 6"" hanya untuk update aplikasi peduli lindungi. Kecuali departemen kesehatan mau berbagi - bagi hp 6""",negative
"Susah bgt buat scan barcod aja, alasan ny jg ga masuk akal pas ga bisa scan barcod tolong lah di perbaiki sistem nya biar memudhkan pengguna nya",negative
setelah pembaruan tidak bisa di pakai,negative
"Ga bisa pake QR code karena NIK tidak terdaftar! Udh lapor ke Disdukcapil masih lama responnya, padahal saya butuh QR code buat bekerja, tolong dong admin aplikasi buat menu jika nik tidak terdaftar seperti ini supaya dipermudahsaya untuk bekerja!",negative
"Kalo boleh ga kasih bintang ga mau kasih bintang, install uninstall tapi ttp mentok di ""Dengan menyetui"" syarat dan kebijakan privasi",negative
Udh download gak bisa login mentok di syarat doang udh di setujui masih begitu ajh....gak jelas...,negative
Kendalanya sama gk bisa masuk .. menu SAYA SETUJUNYA gk muncul padahal dh di seting dgn font pling kecil. Jd gk berguna nih aplikasi.. pdhl saya butuh utk scan in out di perusahaan tempt saya kerja. Tolong kpd developer aplikasi di perbaiki kembali agar kami semua bisa mnggunakan qplikasi ini lg.,negative
Sertifikat gk muncul2 udh lebih dari 1bulan,negative
Kenapa aplikasi tidak bisa berjalan di hp redmi note 2 setelah ada update masuk,negative
"Sertifikat vaksin gak tersedia, padahal sudah vaksin kedua dan sudah tertera penjelasan sudah vaksin kedua",negative
"App gak jelas !!!! Stiap mau barcode ada tulisan ""ada kesalahan"" mulu !!!! Bukannye bikin gampang malah bikin susah orang !!!!!",negative
"Pilihan isi tanggal lahir tidak bisa dipilih tahunnya. Masa harus pilih manual sampai ke puluhan tahun sebelumnya, jadinya pilih tanggal lahirnya saat ini. Ganti no hp yg berbeda dengan yang dipakai untuk vaksin, tidak bisa menampilkan sertifikat vaksin padahal NIK dan nama sudah benar dengan status sudah vaksin ke-2. Mohon bisa diperbaiki. Terima kasih.",negative
Maaf saya mau nanya nih kenapa saya kaga bisa masuk ke nomor yang satu nomor kartu yang saya daftarin udah tidak aktif lagi apa kaga bisa ganti nomor yang baru apa ya tolong di bantu,negative
tolong aplikasi nya di perbaharui lagi.. saya sudah vaksin pertama mengapa sertifikat vaksin belum keluar.,negative
"Sangat buruk. Minta data berulang kali padahal sudah ada NIK, seharusnya data sudah lengkap dan tidak perlu minta minta menulis data lagi.",negative
Kenapa ga ada tombol lanjut setelah menyetujui persyaratan.tolong ya diperbaiki Kendala seperti ini.. Udah download tapi ga bisa akses.. Mau input data² nya..,negative
"Stuck aja di halaman pertama, gmna ini?",negative
Sudah ga fingsi. Sampai download 6x. Mentok sampe persetujuan,negative
Kenapa ga bisa login,negative
Sertifikat kok gak muncul,negative
"sertifikat udah keluar diaplikasi beberapa hari yang lalu, tapi sampe sekarang status masih merah, lewat web juga masih merah, di email berhari hari ga direspon, ditlfn juga ga bisa, tolong solusinya",negative
Stagnan di kebijakan privasi terus,negative
Dari dulu kalau aplikasi dari pemerintah pasti buruk....liat noh google fb dll dipake berjuta juta orang gapernah bermasalah,negative
Sertivikat Vaksin Saya Tidak Bisa Di Temukan,negative
saya sudh vaksin yg kedua. tp knp warna ttp kuning. tdk hijau.,negative
Habis update malah nggak bisa buat buka sertifikasi... Stag di data diri no. Kk dan nama terus.... Ini gimana developer ? Tolong segera diperbaiki...,negative
Aplikasi ini d buat secara tidak langsung agar kita di suruh buat beli hp baru. Luar biasa marketingnya,negative
"Tidak bisa login, mentok di tanda centang",negative
"Ui nya bagus yg sebelumnya, tidak bisa mengetahui zona lokasi dengan mudah. Mohon perbaiki kembalikan lagi seperti UI semula",negative
Kenapa tidak bisa login bahkan di cba di handpone lain tp sertifikat tidak tersedia hanya keterangan sudah vaksin pertama . Tolong penjelasannya,negative
"Aplikasi ampas, mau kemana mana harus pake ni aplikasi tapi aplikasinya sering crash",negative
"Eror pada tab sertifikat vaksin, mohon perbaikannya.",negative
Saya sudah menginstal. Tapi berhenti di halaman persetujuan. Tidak bisa bergulir ke halaman selanjutnya,negative
Ini aplikasi masih Beta atau gmna sih mau liat sertifikat vaksin kok ga muncul malah balik lagi,negative
Tdk bisa... ini krn server ato knp,negative
"Aplikasi bikin emosi, salah mulu heran🤬",negative
"aplikasine gouoblok. NIK sudah dimasukan berkali kali, masih minta lagi dan lagi",negative
"Knpasi udh masukin nik dan nama trs gak bisa di panjut sebelum nya mah lancar""aja ini knpa malah jadi gini abis di update",negative
"itu admin yg jawabin masalah ""syarat dan ketentuan tidak bisa digulir"" trus dijawab ""coba kecilkan hurufnya"" kaga ngaruh woi",negative
Kok tidak bisa kebuka aplikasinya errorr,negative
Apl gk bisa di guna kn nih,negative
"Gabisa LOGIN, RIWEH GAK JELAS. gitu kok suruh pake aplikasi segala.",negative
"Apaan dah, sertifikat vaksin tidak ada, pas diperiksa ada tapi pas diklik gk bisa dan malah balik terus ke Periksa wkwk bad",negative
Aplikasi taik ...!!! Tp iyalah namanya berkaitan dgn pemerintah pasti gtu ....Indonesia ...Indonesia ...👎👎👎,negative
